study_key,pmid,doi,year,journal,title,study_design,method_family,evaluation,failure_modes,field_strength,field_strength_evidence,pulse_sequences,reference_standard,public_dataset_or_benchmark,code_available,full_text_basis,source_record
S145,41061726,10.1088/1361-6560/ae1110,2025,Physics in medicine and biology,Res-MoCoDiff: residual-guided diffusion models for motion artifact correction in brain MRI,Diagnostic accuracy / reader study,Generative (GAN/diffusion/VAE);Denoising;Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE);Observer / reader study,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Hallucination / fidelity / instability;Geometric / anatomical distortion;Robustness / distribution shift,7T,"Wynne J, Wang T, Shu H-K, Mao H and Yang X 2024 High-resolution 3t to 7t ADC map synthesis with a hybrid CNN-transformer model Med. Phys. 51 4",T1w;T2w;DWI,Stated ground truth (unspecified),IXI;ixi,not stated,full text,2025 - Res-MoCoDiff residual-guided diffusion models for motion artifact correction in brain MRI. - PMID 41061726.md
S146,40457510,10.1002/mrm.30591,2025,Magnetic resonance in medicine,Robust multi-coil MRI reconstruction via self-supervised denoising,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Generative (GAN/diffusion/VAE);Compressed sensing / parallel imaging;Self-supervised / unsupervised;Denoising,Pixel-wise metrics (PSNR/SSIM/NRMSE),Robustness / distribution shift,3T,"dial k-space sampling and compressed sensing in patients at 1.5 T and 3T. Magn Reson Med. 2018;79:2745-2751. 29. Senouf O, Vedula S, Weiss T,",T2w,Fully sampled acquisition,FastMRI;M4Raw;fastMRI,yes,full text,2025 - Robust multi-coil MRI reconstruction via self-supervised denoising. - PMID 40457510.md
S147,39552568,10.1002/mrm.30365,2025,Magnetic resonance in medicine,Romer-EPTI: Rotating-view motion-robust super-resolution EPTI for SNR-efficient distortion-free in-vivo mesoscale diffusion MRI and microstructure imaging,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Super-resolution;Motion correction,,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Hallucination / fidelity / instability;Geometric / anatomical distortion;Robustness / distribution shift,7T,scale in-vivo dMRI at both 3T (500-μm isotropic [iso] resolution) and 7T (485-μm iso resolution) for the first time. Motion experiments demons,T1w;T2w;DWI;SWI,Expert reader consensus,human connectome,not stated,full text,2025 - Romer-EPTI Rotating-view motion-robust super-resolution EPTI for SNR-efficient distortion-free in-vivo mesoscale diffusi - PMID 39552568.md
S148,39159019,10.1109/tmi.2024.3446450,2025,IEEE transactions on medical imaging,SISMIK for Brain MRI: Deep-Learning-Based Motion Estimation and Model-Based Motion Correction in k-Space,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Compressed sensing / parallel imaging;Motion correction,,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Hallucination / fidelity / instability;Robustness / distribution shift,3T,"-Echo k- space data for the training set was gathered from a clinical 3T MRI system (MAGNETOM Prisma fit, Siemens Healthineers, Erlangen, Germ",T1w;T2w;SWI,Stated ground truth (unspecified),,not stated,full text,2025 - SISMIK for Brain MRI Deep-Learning-Based Motion Estimation and Model-Based Motion Correction in k-Space. - PMID 39159019.md
S149,40173320,10.1002/mrm.30489,2025,Magnetic resonance in medicine,Short-term gradient imperfections in high-resolution EPI lead to Fuzzy Ripple artifacts,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging,,Artifacts (aliasing/ghosting/Gibbs),7T,"vable in lower brain areas, including the cerebellum. K E Y W O R D S 7 T acquisition, Fuzzy Ripples, layer-fMRI, ventral brain This is an open",SWI,Conventional/standard-of-care acquisition,HCP,yes,full text,2025 - Short-term gradient imperfections in high-resolution EPI lead to Fuzzy Ripple artifacts. - PMID 40173320.md
S150,,10.1109/icip55913.2025.11084355,2025,2025 IEEE International Conference on Image Processing (ICIP),Sparsity-Driven Parallel Imaging Consistency for Improved Self-Supervised MRI Reconstruction,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging;Self-supervised / unsupervised,,Artifacts (aliasing/ghosting/Gibbs);Hallucination / fidelity / instability,not reported,,T2w,Fully sampled acquisition,fastMRI,not stated,full text,2025 - Sparsity-Driven Parallel Imaging Consistency for Improved Self-Supervised MRI Reconstruction - IEEEXPLORE 11084355.md
S151,39250435,10.1002/mrm.30255,2025,Magnetic resonance in medicine,Spherical echo-planar time-resolved imaging (sEPTI) for rapid 3D quantitative T 2 * and susceptibility imaging,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Compressed sensing / parallel imaging,,Artifacts (aliasing/ghosting/Gibbs);Geometric / anatomical distortion;Robustness / distribution shift,3T,".75-mm isotropic whole-brain imaging were performed in 45 and 90 s at 3 T, respectively. These protocols were validated through simulations, ph",,Not stated,,not stated,abstract + MeSH only,2025 - Spherical echo-planar time-resolved imaging (sEPTI) for rapid 3D quantitative T 2 and susceptibility imaging. - PMID 39250435.md
S152,39366765,10.3174/ajnr.a8526,2025,AJNR. American journal of neuroradiology,Super-Resolution in Clinically Available Spinal Cord MRIs Enables Automated Atrophy Analysis,Algorithmic / methodological reconstruction study,Super-resolution,Pixel-wise metrics (PSNR/SSIM/NRMSE),,not reported,,T1w;T2w,Stated ground truth (unspecified),,yes,full text,2025 - Super-Resolution in Clinically Available Spinal Cord MRIs Enables Automated Atrophy Analysis. - PMID 39366765.md
S153,39607873,10.1002/mrm.30384,2025,Magnetic resonance in medicine,"Time-efficient, high-resolution 3T whole-brain relaxometry using Cartesian 3D MR Spin TomogrAphy in Time-Domain (MR-STAT) with cerebrospinal fluid suppression",Algorithmic / methodological reconstruction study,,,Artifacts (aliasing/ghosting/Gibbs);Robustness / distribution shift,3T,"Time-efficient, high-resolution 3T whole-brain relaxometry using Cartesian 3D MR Spin TomogrAphy in Time",,Not stated,,not stated,abstract + MeSH only,"2025 - Time-efficient, high-resolution 3T whole-brain relaxometry using Cartesian 3D MR Spin TomogrAphy in Time-Domain (MR-STAT - PMID 39607873.md"
S154,39824686,10.1016/j.zemedi.2024.12.001,2025,Zeitschrift fur medizinische Physik,Ultra-high-resolution brain MRI at 0.55T: bSTAR and its application to magnetization transfer ratio imaging,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging,,Artifacts (aliasing/ghosting/Gibbs),1.5T,n bSSFP offers a 3.4 times higher voxel size than MT-prepared SPGR at 1.5T [24]. Although in this study no direct comparison of MT- sensitized b,T2w;SWI,Expert reader consensus,,yes,full text,2025 - Ultra-high-resolution brain MRI at 0.55T bSTAR and its application to magnetization transfer ratio imaging. - PMID 39824686.md
S155,39938896,10.2463/mrms.mp.2024-0098,2025,Magnetic resonance in medical sciences : MRMS : an official journal of Japan Society of Magnetic Resonance in Medicine,Using Deep Learning to Simultaneously Reduce Noise and Motion Artifacts in Brain MR Imaging,Algorithmic / methodological reconstruction study,Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs);Motion degradation,3T,", and axial sections) of 20 healthy volunteers were collected using a 3.0T MR system. Simulated images with horizontal and vertical phase direct",T1w;T2w;FLAIR,Stated ground truth (unspecified),,not stated,full text,2025 - Using Deep Learning to Simultaneously Reduce Noise and Motion Artifacts in Brain MR Imaging. - PMID 39938896.md
S156,39567364,10.1002/mrm.30380,2025,Magnetic resonance in medicine,Variable-flip-angle 3D spiral-in-out turbo spin-echo imaging using concomitant gradient compensation and echo reordering at 0.55 T,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging,,Artifacts (aliasing/ghosting/Gibbs);Hallucination / fidelity / instability,1.5T,es were compared. 2.6 MRI experiments Experiments were performed on a 1.5T MR scan- ner ramped down to 0.55 T (prototype MAGNETOM Aera; Siemens,T2w;FLAIR;SWI,Fully sampled acquisition,,not stated,full text,2025 - Variable-flip-angle 3D spiral-in-out turbo spin-echo imaging using concomitant gradient compensation and echo reordering - PMID 39567364.md
S157,41376618,10.1002/hbm.70429,2025,Human brain mapping,White Matter Bundle Reconstruction From Single-Shell Diffusion Magnetic Resonance Imaging: Test-Retest Reliability and Predictive Capability Across Orientation Distribution Function Reconstruction Methods,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),,Robustness / distribution shift,3T,| Neuroimaging Acquisition All MRI scans were acquired on the same 3 T Siemens Tim Trio scanner (software version VB17) with a 32-­channel,T1w,Stated ground truth (unspecified),HCP;Human Connectome;UK Biobank,yes,full text,2025 - White Matter Bundle Reconstruction From Single-Shell Diffusion Magnetic Resonance Imaging Test-Retest Reliability and Pr - PMID 41376618.md
S158,,10.1038/s44172-025-00580-6,2026,Communications Engineering,Accelerating CEST MRI through complementary undersampling and multi-offset transformer reconstruction,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Compressed sensing / parallel imaging,,Hallucination / fidelity / instability,3T,"ulti-coil human brain CEST images from both pre-clinical and clinical 3 T MRI scanners. Compared to fully-sampled images, our method outperform",,Fully sampled acquisition,,not stated,full text,2026 - Accelerating CEST MRI through complementary undersampling and multi-offset transformer reconstruction - SPRINGER 10.1038_s44172-025-00580-6.md
S159,41873533,10.1002/mrm.70358,2026,Magnetic resonance in medicine,Advancing Quantitative Susceptibility Mapping With 2.5D Diffusion Models for Rapid Intracranial Hemorrhage Quantification,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Generative (GAN/diffusion/VAE);Self-supervised / unsupervised,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Hallucination / fidelity / instability;Robustness / distribution shift,3T,In vivo Healthy Subject #1: A healthy in vivo brain was scanned on a 3 T Discovery 750 GE system using a 12-channel head coil. This dataset wa,SWI,Conventional/standard-of-care acquisition,,not stated,full text,2026 - Advancing Quantitative Susceptibility Mapping With 2.5D Diffusion Models for Rapid Intracranial Hemorrhage Quantificatio - PMID 41873533.md
S160,41204061,10.1002/mrm.70132,2026,Magnetic resonance in medicine,An Exploration of Motion-Sampling Interactions in 3D MRI for Neuroimaging,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging;Motion correction,,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Robustness / distribution shift,3T,d by the Swedish Ethical Review Authority on a single GE Health- care 3 T Signa Premier scanner with a 48 channel head coil. A 3D spoiled gradi,SWI,Fully sampled acquisition,,yes,full text,2026 - An Exploration of Motion-Sampling Interactions in 3D MRI for Neuroimaging. - PMID 41204061.md
S161,,10.1007/978-3-032-05997-0_1,2026,"Perinatal, Preterm and Paediatric Image Analysis",Automatic Quality Control in Multi-centric Fetal Brain MRI Super-Resolution Reconstruction,Algorithmic / methodological reconstruction study,Super-resolution,,Artifacts (aliasing/ghosting/Gibbs),1.5T,"ts were acquired on different Siemens scanners (Erlangen, Germany) at 1.5T or 3T for CHUV and BCNatal, and on different GE Healthcare (Chicago,",T1w;T2w,Stated ground truth (unspecified),uk biobank,yes,full text,2026 - Automatic Quality Control in Multi-centric Fetal Brain MRI Super-Resolution Reconstruction - SPRINGER 10.1007_978-3-032-05997-0_1.md
S162,40432253,10.1002/mrm.30569,2026,Magnetic resonance in medicine,Block-interleaved segmented echo-planar imaging for improved activity detection in submillimeter high-resolution functional MRI at 7 T,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging;Motion correction,Uncertainty estimation,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Robustness / distribution shift,7T,activity detection in submillimeter high-resolution functional MRI at 7 T. PURPOSE: Isotropic submillimeter high-resolution functional MRI (fMR,T1w,Conventional/standard-of-care acquisition,,yes,full text,2026 - Block-interleaved segmented echo-planar imaging for improved activity detection in submillimeter high-resolution functio - PMID 40432253.md
S163,41039908,10.1002/mrm.70113,2026,Magnetic resonance in medicine,Cartesian MaxGIRF: Model-based EPI reconstruction incorporating gradient nonlinearity and concomitant field effects,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Generative (GAN/diffusion/VAE),,Artifacts (aliasing/ghosting/Gibbs);Geometric / anatomical distortion,7T,PI. Utilizing increased gradient strength at low-to-high fields (0.55–7.0T) introduces a new challenge because EPI suffers from the effects of c,T1w;DWI;SWI,Fully sampled acquisition,,yes,full text,2026 - Cartesian MaxGIRF Model-based EPI reconstruction incorporating gradient nonlinearity and concomitant field effects. - PMID 41039908.md
S164,40955094,10.1002/mrm.70073,2026,Magnetic resonance in medicine,Combined angiography and perfusion using radial imaging and arterial spin labeling with structural contrast,Algorithmic / methodological reconstruction study,,,Artifacts (aliasing/ghosting/Gibbs),3T,"ent protocol agreed by local ethics and institutional committees on a 3 T Prisma scanner (Siemens Healthineers, Erlangen, Germany) using a 32-c",T1w,Expert reader consensus,,yes,full text,2026 - Combined angiography and perfusion using radial imaging and arterial spin labeling with structural contrast. - PMID 40955094.md
S165,40961378,10.1002/mrm.70090,2026,Magnetic resonance in medicine,Contrast-optimized basis functions for self-navigated motion correction in quantitative MRI,Algorithmic / methodological reconstruction study,Motion correction,,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Robustness / distribution shift,3T,articipants were instructed to stay still during the scan. We used a 3 T Prisma scanner (Siemens Marchetto et al. Page 4 Magn Reson Med. Auth,T1w;SWI,Stated ground truth (unspecified),,yes,full text,2026 - Contrast-optimized basis functions for self-navigated motion correction in quantitative MRI. - PMID 40961378.md
S166,41958180,10.1002/nbm.70286,2026,NMR in biomedicine,DEEP-DISORDER: Motion Correction in 3D MRI via Segment Reconstruction and Registration,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging;Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs);Motion degradation,3T,Four hun­ dred sixteen of the scans were acquired on Philips Ingenia 3.0T scanners and 39 on an Ingenia Elition 3.0T X scanner. All partic­ ip,T1w;T2w;FLAIR,Fully sampled acquisition,,yes,full text,2026 - DEEP-DISORDER Motion Correction in 3D MRI via Segment Reconstruction and Registration. - PMID 41958180.md
S167,41866419,10.1038/s41598-026-44834-5,2026,Scientific reports,Deep learning approach to super-resolution correction of brain MRI motion artifacts for accurate hippocampal volumetry,Algorithmic / methodological reconstruction study,Super-resolution;Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs);Motion degradation,3T,"se (https://sites.wustl.edu/oasisbrains/). All scans were acquired on 3T Siemens MRI systems (Trio or Biograph_mMR, Siemens Healthcare, Erlan",T1w,Stated ground truth (unspecified),ADNI;OASIS;fastMRI,not stated,full text,2026 - Deep learning approach to super-resolution correction of brain MRI motion artifacts for accurate hippocampal volumetry. - PMID 41866419.md
S168,41925834,10.1007/s00330-026-12482-y,2026,European radiology,Deep learning improves image quality in motion-robust and sedation-free pediatric brain MRI,Diagnostic accuracy / reader study,Compressed sensing / parallel imaging;Motion correction,Observer / reader study,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Robustness / distribution shift,3T,"nge, 5 to < 18 years). Data acquisition All scans were performed on a 3.0-T scanner (Ingenia 3.0- T ElitionX, Philips Healthcare) using the 32-ch",T1w;T2w;DWI,Expert reader consensus,FastMRI,not stated,full text,2026 - Deep learning improves image quality in motion-robust and sedation-free pediatric brain MRI. - PMID 41925834.md
S169,,10.3389/fnins.2026.1817732,2026,Frontiers in Neuroscience,Evaluating reliability of automated quantitative brain morphometry from fetal T2-weighted MRI,Algorithmic / methodological reconstruction study,,,Robustness / distribution shift,3T,MRI were excluded. Data acquisition MRI was acquired on a Siemens 3T Skyra scanner and included repeated multi-planar T2-weighted HASTE s,T2w,Expert reader consensus,,yes,full text,2026 - Evaluating reliability of automated quantitative brain morphometry from fetal T2-weighted MRI - SCOPUS 2-s2.0-105043287371.md
S170,41489091,10.1002/jmri.70221,2026,Journal of magnetic resonance imaging : JMRI,Evaluation of Image-Level Harmonization Methods for Multi-Center MR Neuroimaging,Algorithmic / methodological reconstruction study,,Perceptual / learned metrics,Robustness / distribution shift,3T,"multi-vendor scan sessions from 8 subjects. FIELD STRENGTH/SEQUENCE: 3.0T, T1w, and T2-FLAIR MRI sequences. ASSESSMENT: Gray/white matter cont",T1w;T2w;FLAIR,Expert reader consensus,ADNI;IXI;UK Biobank;adni,not stated,full text,2026 - Evaluation of Image-Level Harmonization Methods for Multi-Center MR Neuroimaging. - PMID 41489091.md
S171,42286078,10.1038/s41598-026-55397-w,2026,Scientific reports,Fast surface reconstruction of human brain MRI: benchmarking deep-learning based morphometry tools,Algorithmic / methodological reconstruction study,,,Hallucination / fidelity / instability;Robustness / distribution shift,not reported,,T1w,Stated ground truth (unspecified),ADNI;HCP;Human Connectome;OASIS;Oasis;human connectome,yes,full text,2026 - Fast surface reconstruction of human brain MRI benchmarking deep-learning based morphometry tools. - PMID 42286078.md
S172,40931540,10.1002/mrm.70072,2026,Magnetic resonance in medicine,Few-shot learning for highly accelerated 3D time-of-flight MRA reconstruction,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Compressed sensing / parallel imaging,,Artifacts (aliasing/ghosting/Gibbs);Robustness / distribution shift,3T,"vivo multi-slab k-space acquisitions from healthy subjects scanned at 3T. Additionally, the effectiveness of the proposed simulation pipeline",T1w;T2w;FLAIR,Fully sampled acquisition,IXI;fastMRI;ixi,yes,full text,2026 - Few-shot learning for highly accelerated 3D time-of-flight MRA reconstruction. - PMID 40931540.md
S173,,10.3390/biomimetics11030175,2026,Biomimetics,GAN-Based Cross-Modality Brain MRI Synthesis: Paired Versus Unpaired Training and Comparison with Diffusion and Transformer Models,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Denoising,Pixel-wise metrics (PSNR/SSIM/NRMSE),Hallucination / fidelity / instability,3T,", including differences in magnetic field strength (e.g., 1.5T versus 3T systems). Such varia- tions can alter image contrast and intensity di",T1w;T2w,Expert reader consensus,BraTS,not stated,full text,2026 - GAN-Based Cross-Modality Brain MRI Synthesis Paired Versus Unpaired Training and Comparison with Diffusion and Transform - SCOPUS 2-s2.0-105034094425.md
S174,,10.1109/tmi.2026.3654585,2026,IEEE Transactions on Medical Imaging,Highly Undersampled MRI Reconstruction via a Single Posterior Sampling of Diffusion Models,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Generative (GAN/diffusion/VAE);Compressed sensing / parallel imaging;Denoising,Pixel-wise metrics (PSNR/SSIM/NRMSE);Uncertainty estimation,,3T,"for all MRI-QSM brain data used in this work), which were acquired at 3T (Discovery 750, GE Healthcare, Milwaukee, WI), with the following par",,Fully sampled acquisition,FASTMRI;fastMRI;fastmri,yes,full text,2026 - Highly Undersampled MRI Reconstruction via a Single Posterior Sampling of Diffusion Models - IEEEXPLORE 11355445.md
S175,41274083,10.1016/j.media.2025.103872,2026,Medical image analysis,Iterative learning for joint image denoising and motion artifact correction of 3D brain MRI,Algorithmic / methodological reconstruction study,Denoising;Motion correction,,Artifacts (aliasing/ghosting/Gibbs);Motion degradation,7T,"JR, Wald LL, 2011. Comparison of physiological noise at 1.5T, 3T and 7T and optimization of fMRI acquisition parameters. Neuroimage 55 (3),",T1w;DWI,Stated ground truth (unspecified),ADNI;UK biobank;adni,yes,full text,2026 - Iterative learning for joint image denoising and motion artifact correction of 3D brain MRI. - PMID 41274083.md
S176,,10.1007/978-3-032-05472-2_19,2026,Deep Generative Models,Latent Causal Modeling for 3D Brain MRI Counterfactuals,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),,Hallucination / fidelity / instability;Robustness / distribution shift,not reported,,T1w,Not stated,ADNI,not stated,full text,2026 - Latent Causal Modeling for 3D Brain MRI Counterfactuals - SPRINGER 10.1007_978-3-032-05472-2_19.md
S177,,10.1007/978-3-032-04937-7_27,2026,Medical Image Computing and Computer Assisted Intervention – MICCAI 2025,Lesion-Aware Post-training of Latent Diffusion Models for Synthesizing Diffusion MRI from CT Perfusion,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),,Hallucination / fidelity / instability,3T,scans including diffusion-weighted imaging (DWI) were acquired using 3.0T scanners with voxel size of 0.9375×0.9375 mm to 1×1 mm (in-plane) and,DWI,Stated ground truth (unspecified),,yes,full text,2026 - Lesion-Aware Post-training of Latent Diffusion Models for Synthesizing Diffusion MRI from CT Perfusion - SPRINGER 10.1007_978-3-032-04937-7_27.md
S178,,10.1109/isbi61048.2026.11515815,2026,2026 IEEE 23rd International Symposium on Biomedical Imaging (ISBI),MRIQT: Physics-Aware Diffusion Model for Image Quality Transfer in Neonatal Ultra-Low-Field MRI,Diagnostic accuracy / reader study,Generative (GAN/diffusion/VAE);Compressed sensing / parallel imaging;Denoising,Pixel-wise metrics (PSNR/SSIM/NRMSE);Perceptual / learned metrics;Observer / reader study,Hallucination / fidelity / instability,3T,anisotropic resolution). HF data were obtained from multiple clinical 3 T scanners with heterogeneous resolutions ranging from (0.35×0.34×0.43,T1w;T2w,Expert reader consensus,,yes,full text,2026 - MRIQT Physics-Aware Diffusion Model for Image Quality Transfer in Neonatal Ultra-Low-Field MRI - IEEEXPLORE 11515815.md
S179,,10.1109/tmi.2026.3705847,2026,IEEE Transactions on Medical Imaging,MotionDPS: Motion-Compensated 3D Brain MRI Reconstruction,Diagnostic accuracy / reader study,Physics-based / unrolled;Generative (GAN/diffusion/VAE);Compressed sensing / parallel imaging;Self-supervised / unsupervised;Motion correction,Observer / reader study;Uncertainty estimation,Artifacts (aliasing/ghosting/Gibbs);Motion degradation;Geometric / anatomical distortion;Robustness / distribution shift,3T,"diffusion prior. The data were acquired on a Philips Ingenia Elition 3T scanner, providing 3D T1-weighted volumes of size kz × ky × kx = 512",T1w,Not stated,Calgary-Campinas;FastMRI;fastMRI,not stated,full text,2026 - MotionDPS Motion-Compensated 3D Brain MRI Reconstruction - OPENALEX W7165516930.md
S180,,10.1007/978-3-032-05472-2_15,2026,Deep Generative Models,RealDeal: Enhancing Realism and Details in Brain Image Generation via Image-to-Image Diffusion Models,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),Perceptual / learned metrics,,not reported,,T1w,Not stated,HCP;Human Connectome,not stated,full text,2026 - RealDeal Enhancing Realism and Details in Brain Image Generation via Image-to-Image Diffusion Models - SPRINGER 10.1007_978-3-032-05472-2_15.md
S181,41477795,10.1109/tmi.2025.3650412,2026,IEEE transactions on medical imaging,Regression Is All You Need for Medical Image Translation,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Denoising,Perceptual / learned metrics,Hallucination / fidelity / instability,3T,MH test set. MR acquisition was conducted at two sites using the same 3T scanner type and protocol [16]. We also tested on 82 MBB participants,T1w;T2w;FLAIR;DWI,Expert reader consensus,BRATS;BraTS;Brats;HCP;Human Connectome;IXI;human connectome;ixi,yes,full text,2026 - Regression Is All You Need for Medical Image Translation. - PMID 41477795.md
S182,,10.1038/s43856-026-01614-6,2026,Communications Medicine,"Simulation-based inference at the theoretical limit for fast, robust microstructural MRI with minimal diffusion data",Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Compressed sensing / parallel imaging,,Hallucination / fidelity / instability;Robustness / distribution shift,not reported,,DWI,Conventional/standard-of-care acquisition,,not stated,abstract + MeSH only,"2026 - Simulation-based inference at the theoretical limit for fast, robust microstructural MRI with minimal diffusion data - SPRINGER 10.1038_s43856-026-01614-6.md"
S183,41580445,10.1038/s41598-025-33162-9,2026,Scientific reports,SynPoC: a high-quality generative diffusion model for transforming ultra-low-field point-of-care MRI using high-field MRI representations,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),,Hallucination / fidelity / instability,3T,". We therefore provide synchronized slice-by-slice comparison videos (3T, PoC, SynPoC) to aid reader inspection and emphasize that SynPoC is n",T1w;T2w;FLAIR;DWI,Expert reader consensus,,not stated,full text,2026 - SynPoC a high-quality generative diffusion model for transforming ultra-low-field point-of-care MRI using high-field MRI - PMID 41580445.md
S184,,10.1007/s00062-026-01627-7,2026,Clinical Neuroradiology,Ultra-Fast Sub-Minute Brain MRI with Deep-Learning-reconstruction for Anesthesia-Free Emergency Imaging in Children,Algorithmic / methodological reconstruction study,,,,1.5T,e clinical follow up). Image Acquisition Imaging was performed with a 1.5-T clinical scanner (Magnetom Sola; Siemens Healthcare) using a 20-chann,T1w;T2w;FLAIR;DWI,Expert reader consensus,,not stated,full text,2026 - Ultra-Fast Sub-Minute Brain MRI with Deep-Learning-reconstruction for Anesthesia-Free Emergency Imaging in Children - SPRINGER 10.1007_s00062-026-01627-7.md
S185,40891385,10.1002/mrm.70054,2026,Magnetic resonance in medicine,Vessel segmentation for χ $$ \\chi $$ -separation in quantitative susceptibility mapping,Algorithmic / methodological reconstruction study,,,Artifacts (aliasing/ghosting/Gibbs),7T,"\chi}_{para} $$ and 68.7% for | χ dia | $$ \mid {\chi}_{dia}\mid $$ , 7 T: 76.9% for χ para $$ {\chi}_{para} $$ and 72.6% for | χ dia | $$ \mid",,Not stated,,not stated,abstract + MeSH only,2026 - Vessel segmentation for χ $$ chi $$ -separation in quantitative susceptibility mapping. - PMID 40891385.md
S186,30884007,10.1002/jmri.26712,2019,Journal of magnetic resonance imaging : JMRI,Data-driven synthetic MRI FLAIR artifact correction via deep neural network.,Diagnostic accuracy / reader study,Denoising,Pixel-wise metrics (PSNR/SSIM/NRMSE);Observer / reader study,Artifacts (aliasing/ghosting/Gibbs),3T,", 57.3 ± 20.4 years, 13 males, 10 females). FIELD STRENGTH/SEQUENCE: 3 T MRI using a multiple-dynamic multiple-echo acquisition (MDME) sequenc",T1w;T2w;FLAIR,Expert reader consensus,,not stated,full text,2019 - Data-driven synthetic MRI FLAIR artifact correction via deep neural network. - PMID 30884007.md
S187,,10.1109/access.2020.2968395,2020,IEEE Access,Brain MRI Super-Resolution Using 3D Dilated Convolutional Encoder–Decoder Network,Algorithmic / methodological reconstruction study,Super-resolution,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),3T,"nd P. C. Van Zijl, ‘‘Multi-parametric neuroimaging reproducibility: A 3-T resource study,’’ _NeuroImage_ , vol. 54, no. 4, pp. 2854–2866, Feb.",T1w,Expert reader consensus,BRATS;BraTS,yes,full text,2020 - Brain MRI Super-Resolution Using 3D Dilated Convolutional Encoder–Decoder Network - IEEEXPLORE 8967055.md
S188,32542779,10.1002/jmri.27255,2020,Journal of magnetic resonance imaging : JMRI,Combined Denoising and Suppression of Transient Artifacts in Arterial Spin Labeling MRI Using Deep Learning.,Algorithmic / methodological reconstruction study,Denoising,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),3T,ealthy adult subjects for model evaluation. FIELD STRENGTH/SEQUENCE: 3T / pseudo-continuous and pulsed ASL with 3D gradient-and-spin-echo rea,T1w,Not stated,,yes,full text,2020 - Combined Denoising and Suppression of Transient Artifacts in Arterial Spin Labeling MRI Using Deep Learning. - PMID 32542779.md
S189,,10.1109/ojsp.2021.3100751,2021,IEEE Open Journal of Signal Processing,Dictionary+Wavelet Model With Nested-Minorized VB-EM for SMS-CAIPI R-fMRI Reconstruction,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),7T,", 2009. - [5] S. Moeller _et al._ , “Multiband multislice GE-EPI at 7 tesla, with 16fold acceleration using partial parallel imaging with applica",,Fully sampled acquisition,HCP;Human Connectome,not stated,full text,2021 - Dictionary+Wavelet Model With Nested-Minorized VB-EM for SMS-CAIPI R-fMRI Reconstruction - IEEEXPLORE 9501974.md
